file,speaker,text
0f1280e498,ea935,उनीहरूका अनुसार यसको
0270b9d8ac,6daf3,उनीहरूका बुबाले इटालीमा
030127cb38,12d45,उनीहरूको कब्जा भयो
0f13f8869a,70e10,उनीहरूलाई प्रेषित गरे
087d03d555,c06a7,उनीहरूले दुधको
02e42858b3,83eb0,उनीहरू शिक्षित भई
04795035f8,2ee53,उनीहरू शिक्षित भई
031a4b1adf,5f3e5,उपकप्तान ज्ञानेन्द्र मल्ल
0b3cadd727,c7f90,उपकरण बियर चुरोट
0cb5f8f906,55451,उपकरणहरू नवौँ र
04c61ee647,af6bd,उपकरण हुन् जसले
0ba245991d,b581f,उपचारको हक
0684f650b8,47075,उपचार गरिसकेको
077c2f9e78,bee0c,उपचार गर्न सकिन्छ
072da43230,581da,उपचार पनि गरियो
0b11226036,07179,उपचार यदि रोगीको
0fb0be3c71,1df77,उपत्यकाका आदिवासी भनेका
0209475362,aaf41,उपत्यकाका डाँडासम्म
076e6306a1,94417,उपत्यका भित्रै रहेका छन्
05b37e3c1c,35f03,उपत्यकामा रहेका छन्
094c2afc37,ceb25,उपत्यकालगायत अन्य
056516ddc2,abc37,उपथरमा पनि पाइन्छ
0ca72aa350,a3872,उपदेश आत्मा र परमात्माको
0836abebab,d03c8,उपनगरीय जीवनलाई आप्रवासीहरूको
0708d0f7c7,63526,उपनिवेश जसलाई अब
076a1fdaac,9a075,उपनिवेश जसलाई अब
0c18494a78,6d3c6,उपनिवेशहरूको स्थापना
0881594af1,57282,उपनिषद् केवल दार्शनिक
07e0c9807b,c57bb,उपन्यासका महिला पात्र
096f6cc947,09eb9,उपन्यासकार रबिन कुकद्वारा
04197ce2f3,d863b,उपन्यासको अर्को
0472e1d355,0e059,उपन्यासको सौन्दर्यशास्त्र डा
07029d1f44,bdfe3,उपन्यासमा आर्थिक अभाव
0ebf5138ff,d26e5,उपन्यासमा नयाँनयाँ उपविधा
035d65c93c,fd59f,उपप्रमुख कृष्णबहादुर थापा
0cef0f73b9,d47d3,उपप्रमुखमा रमेशमान महर्जन
07ffbf3c9e,5d09c,उपभोग गर्न पाएका छन्
0461f53163,363a2,उपभोग्य सरसमान किनमेल
049f8de8c7,8cefd,उपयुक्त गन्तव्य क्षेत्र पनि हुन्
09150e9a56,b66ee,उपयुक्त छैन
0c625b78b4,6a6e5,उपयुक्त नक्सा तयार
08627a4011,0e059,उपयुक्त विभागहरूमा उचित
0559847e3d,ccdde,उपयुक्त स्थान पोर्ट
07b131d532,423bf,उपयुक्त हुन्छ
03741c6b3f,bda65,उपयोग गरिएको छ
06d78393db,53027,उपयोग गर्न तुलनात्मक
04227ac5cd,2ee53,उपयोगमा रहेको अनुमान
0f337b7ea6,5b437,उपयोग हुनबाट रोक्नका
06878f683a,261b4,उपयोग हुन सक्दा
0fd01f1068,1ff03,उपयोग हुन्छ
0e631dc8a0,cfa65,उपर जो नेपाली
00e89ee833,d863b,उपराष्ट्रपतिको कार्यालय
00064cff78,5d09c,उपरोक्त कार्यका
08ea7b1b0c,6f6a8,उपरोक्त लेखको पुनरावृत्ति
0989ff9919,45ef4,उपलब्ध छन्
0cc43eb741,87f8b,उपलब्ध छन्
0572a740ce,370bf,उपलब्ध छन्।
0cb5380254,44345,उपलब्ध हुने छन्
0d95694cfe,efa9c,उपल्लो अर्खला नवलपरासी
02aa70a70b,90c1c,उपल्लो सेरामा रहेको
00b6900b3a,c0c00,उपवास बसेको भनिन्छ
0d16f7cc95,bc6b6,उपस्थित थिए
07ce79f629,2001f,उपस्थितिका लागि
072e0ea7a9,09e5c,उपस्थिति हुँदा
0d88f1c5ce,1a81b,उपाधि जितेका छन्
02e11f989a,6d96c,उपाधि जित्ने पहिले
0808c72888,3d3c5,उपाधि भनिन्छ
088407eb82,5045d,उपाध्यक्ष पनि हुन्
063ae337d9,8478c,उपासना गर्ने
0af91ce201,370bf,उपासना गर्ने
02440f12c7,43b70,उपेन्द्र यादव नेताका
0429aa3c3e,97b71,उभयलिङ्गीहरूमध्ये एकको
0e54cd24f2,a3cce,उमा अधिकारी महिला
02bb62e56c,882ce,उमाकान्त चौधरीको राजनैतिक
0ef4c49ece,3c2c4,उमाकान्त झा नेपालका
0a174e485a,b5ec7,उमा कार्की विष्ट
064faae114,93f47,उमामहेश्वरको मन्दिरमा जस्तै
084f8770e0,07179,उमारिएको विभिन्न किसिमको
0f1d34b730,1f1a9,उमाल्नु हुँदैन किनभने
00c32efedc,66260,उमेरमा उनले ग्रिसमा
07c500eb05,2a5b1,उमेरमा ब्यारिमोरको
00db5eaafb,22333,उमेरमा राजवंशी
0eff6c056c,421cb,उमेरमा राज्यासन भए
0ca036c95e,a2ab6,उमेर समूहहरूलाई सूचित
0c7d847a7b,2ee53,उमेर सानै भए
01450bb80e,9cd73,उमेश मैनाली नेपालका
00064ab0f0,6323a,उम्मेदवारमा राखेन
093aedaa28,6b883,उम्लन थाल्छन्
00189ddfe4,14abf,उल्टो पर्‍यो
04561d76b3,27e93,उल्था गर्दा कतै
0f19c18067,d8cef,उल्था गर्न आवश्यक छ
0e5eb1a7eb,f09e5,उल्लेख गरिएको
005caf7037,57449,उल्लेख गरेका थिए
0e6aae5513,5e6be,उल्लेख गर्नुभन्दा अगाडि
018ae59b92,363a2,उल्लेखनीय योगदान दिएबापत
01f993356b,e82ed,उल्लेख्य छन्
0b54a9e5b4,8f426,उल्लेख्य बनोस्
07c14116e2,41b2c,उषा बाल पत्रिकाका
0463bdf222,3b08b,उसको आज्ञाबाट
0b1f7ff2b6,005e1,उसको कुरा सुनेर मेरो मन चस्स घोच्छ।
0a0a61b427,c46b5,उसको पिछा गरे
08d8a5f987,cc4bf,उसमाथि अनुचित व्यवहार
06b81ef6cf,2ee53,उसलाई उठ्यो
02924a668f,423bf,उसलाई प्रकट
0bc8019ac2,f5932,उसले आफ्नो शक्ति
0c76a4987b,412d7,उसले आमालाई बाबु
0676bf05c3,e4596,उसले घरमा चम्चाले
031f8dcdca,8b798,उसले भन्यो मैले
0ae49b6aa9,3ff16,उसैले ढुकुटी खान्छ
0c7931650c,e7c22,उसैले मलाई मेरो
06cc589bc1,109c6,उहाँ ऐतिहासिक जनआन्दोलनपछि
03ad05d95e,c2858,उहाँका छोरा रवि
097665937f,f0c93,उहाँका दाजु माओवादी
0c926e2e8e,88dc8,उहाँका दुई
09780a32c8,daa0a,उहाँका बुबाको नाम
0945110e79,fea0e,उहाँका विभिन्न पत्रिका
0a7552bdfe,24945,उहाँको बाल्यकाल
09e03e5e19,5f02c,उहाँको मुख्य
0864d637d0,809f3,उहाँको विशेष रुचि छ
0339da1df7,fad24,उहाँ गणेशमान सिंह अध्ययन प्रतिष्‍ठानका संस्थापक तथा अध्यक्ष हुनुहुन्छ।
0fe24e4ead,27e93,उहाँ दलित मुक्ति
0402a171e4,c0181,उहाँ धनीलाल यादव
0acd8c6b40,86a9b,उहाँ धौलागिरी अञ्चलबाट
0472f8472c,18008,उहाँ नेपालका खानी
064c460aaa,93014,उहाँ नेपाली चलचित्रमा
02d8b5b93a,62e53,उहाँ पहाडी जनजातिको
01f03d8242,b7116,उहाँ प्रगतिशील विद्यार्थी
0a347b55ff,fea0e,उहाँ माओवादीको अग्रगामी
084a3a0e0d,93014,उहाँ माओवादीमा प्रवेश
0fea0df323,23888,उहाँ राष्ट्रिय योजना
04ac128063,55c0f,उहाँलाई फुल्याए
0764507605,51385,उहाँ लामो समयदेखि
0606c769a7,abc37,उहाँले अल इन्डिया
0ff60103f2,693c5,उहाँले आफ्नो गाउँमा स्वास्थ्य र शिक्षाका लागि केही काम पनि गर्नुभएको छ।
011d59b4b1,d26e5,उहाँले कतिपय मानक
07d61f9436,e4714,उहाँले कतिपय हिन्दी
0397df877a,55c0f,उहाँले तयार पारेको
002ce69b3f,916c6,उहाँले मनोक्रान्तिको माध्यमबाट
00849d0a5f,46a1c,उहाँले मनोक्रान्तिको माध्यमबाट
02476c1808,f6cb7,उहाँले राप्तीमै बिताउनुभयो
044974169a,0d4f0,उहाँले सुरुमा महिला
04a922d52c,b4e60,उहाँ व्यक्तिगत तवरमा
0d0892bf95,7070f,उहाँहरूले अरूलाई दुख
0c9f8ac634,7f577,ऊ उचालिँदै आइपुग्यो
0fd481c310,e2039,ऊक्त तथ्याङ्कलाई भण्डारण
000db1717c,6d96c,ऊ मन्त्रीको सल्लाहमा
027b6eb451,aead3,ऊर्जा आउँछ
0999cbad1b,7470e,ऋषिकी धर्मपत्नी सम्भिए
064e71fd61,96e21,ऋषिकेषका लक्ष्‍मण पिङको
0eb0eeccff,750b9,ऋषिपूजापछि नाचगान तथा भजनकीर्तन गरेमा तीजको व्रत पूर्ण हुन्छ भन्ने धार्मिक मान्यता छ।
0ddc97545d,fad24,ऋषिमुनिका सन्तान भएको
0c8f8be640,1f790,ऋषि सन्तान हुन्
0477193462,1ff03,एआइएफका जवानहरू मृत
0c5f2665d3,6323a,एउटा अक्षरबाट सनातन
0a524e5006,76dab,एउटा ऐतिहासिक धार्मिक
0cc585ef8c,62e53,एउटा केनेडियन स्पोर्ट्स
07a9eeaf65,8f426,एउटा क्षेत्र हो
0b55656ada,7fda9,एउटा गायन समूह थियो
0648c419e3,d863b,एउटा ताइवानमा एउटा
0a15e42d0c,d241a,एउटा ताल हो
0abab593eb,b33c6,एउटा नयाँ सकल
023ba30a33,51175,एउटा पक्षले युद्धविराम
07f1a28611,5d09c,एउटा पनि
01365ef7b5,39640,एउटा प्राइभेट मेडिकल
0ebb9133bd,f8188,एउटा फोटो लगाइएको
0b9314771c,33783,एउटा बयान
0e59561308,22333,एउटा बयान
0afd2bca5e,ccdde,एउटा भाषालाई
00b8d3ba57,5e6be,एउटा मतदानमा उनी
019db09d6b,76dab,एउटा मन्त्र भन्छ
0af219f88c,1f917,एउटा मात्र चिठी लिन दिने
04c850d3fc,66260,एउटा माध्यमिक विद्यालय
0f3afb8d21,68f0f,एउटा रहस्य छ
0550e00c00,6c67c,एउटा लेबर प्रस्ताव
08e2af0fa7,4c228,एउटा विचार राखेको
0c4b7da9ed,8f426,एउटा शहर र
01590e4152,3e9ed,एउटा सङ्घको निर्माणका
04bf0db487,95eb0,एउटा सर्वेक्षणका अनुसार
01d5f0754b,6fcfb,एउटा सूत्रमा बाँध्ने
03c627cdf8,c57bb,एउटी व्रतालु महिलाका
0b51601bbc,e8b29,एउटै अभिष्टलाई प्राप्त
0e8fe9d660,06372,एउटैको इच्छापूर्तिको आग्रह
0d03be3e8c,95635,एउटै निकायबाट सम्पादन
0185d561e7,59e9e,एउटै व्यक्तिको विषयमा
0607cfd7ea,7e781,एउटै व्यक्तिको विषयमा
0890fd7257,2273c,एउटै हातका औंलाका
0bc7d68b51,aacd5,एक अति उत्कृष्ट
0e16d84c89,f743c,एक अनुमानका किशोर
0d8035ceda,20ebe,एक अनुमान छ
0e8ec95e9d,95635,एक अन्तरवार्तामा भने
07da46da7d,e4596,एक अप्टिकल डिस्क
06f8d7ea5c,2483a,एक अफ्रिकी माकुराको नाम
096127e0a3,423bf,एक अमेरिकी चलचित्र
0935e43fc9,4cefa,एक आवासीय ग्रहदेखि
014755d0ec,57282,एक उच्च माध्यमिक
00b58764f4,47075,एक उडान प्रशिक्षक
0189f863e1,8efbc,एक उत्तरी इटालियन
05cb705f47,97b71,एक उपमहानगरपालिका
0e757e5449,7470e,एकएक अस्थिपञ्जर
0c3fe5a247,c7f90,एक एफएम स्टेसन
085f7e936a,2e769,एक गैरसरकारी संस्था
0bab80b953,72951,एक गौण इकाई
02527afb84,2c699,एक घण्टा
0df13a7bd8,93f47,एक चम्चा धुलो मनतातो पानीसँग खाँदा कफ र छातीको रोगबाट मुक्ति पाउन सकिन्छ।
0b36cb969e,e71d4,एक छन् जसले
0a3fba83ca,370bf,एक छोरीकी
0bc0e0d3b9,7c42f,एकजना तान्त्रिकको सहायताले
02af66b030,e547a,एकजना भाइ भएका
05f4544b7d,67933,एकजना मन्त्री बिलको
03a815d012,29c22,एक जना राज्यपाल
065e3ba1f2,d0cd7,एक जनाले गर्दाखेरि
0e6e04ea46,41295,एक जनाले गर्दाखेरि
0e1c1ceaaa,2e769,एकजना व्यापारीको छोराको
06e2cc5dc1,ca797,एक झडपमा हत्या
0014e261ff,ba807,एक टोकरीमा
0b46b440ee,d0756,एक ठाउँको नाम
0cf1d8dc6a,2526c,एकतर्फ सबैभन्दा माथि
01c05cc3cd,70e10,एक तले तथा
0e4fdfce03,1d40e,एकतालाई मान्दैन्थ्यो जुन
004a5ac98a,f73cc,एकत्र हुन दियो
01e57fed8b,e4714,एकदम अलग भयो
06daae0ce4,2483a,एकदम प्रभावित छ
0411ac741c,68f0f,एक दिन
05289a9ffb,51971,एक दिन परशुराम
07a46d1e8b,90bdd,एक दृश्यमा उनलाई
0870c1f4d1,581da,एक दृश्यमा उनलाई
0493ec6670,ba807,एक पटक कार्तवीर्यले
0aa64cfa10,3534f,एक पत्र पठाउँदै
06bf2dcd48,68a9f,एक पर्यावरण शिक्षाको
003486bf21,7fda9,एक पाउडर
0b94206ad7,9f669,एक पुरानो बजार हो
0aa252550c,1a5c1,एक पुरानो स्तूपको
014a0eb48d,7e781,एक प्रकारको आनन्दमय
0e38a99e0a,14763,एक प्रकारले झस्काउँछ
0733c634dd,8aea1,एक प्रदेश आल्माग्रोको
047911be4d,da6d1,एक बायोग्राफरले उनलाई
06377d6b5a,34766,एकभन्दा बढी नम्बरमा
042e22344e,541e4,एक भाग हो
05878eef1e,4f6f5,एक मठ छ
058a317706,46a1c,एकमत भएका कुरालाई
082e15f43e,6daf3,एकमत भएको देखिन्छ
02d81d03b7,2e769,एक मनोरञ्जनात्मक तथा
07e855e464,b3cd4,एकमात्र अपरेसन
0b8b0a62a2,2d07d,एक मात्र दिशा
0a3b31e400,41d46,ए कमी र आइरनको
0408c9f57b,3050a,एक रमणीय स्थल हो
09c1ab6302,8efbc,एकराहिया नेपालको जनकपुर अञ्चलको महोत्तरी जिल्लाको एक गाउँ विकास समिति हो।
0b73f3c17a,f6b2d,एक वर्षमै आत्महत्या गरे
0b78c6b680,95a0e,एक वर्षसम्म निरन्तर
03539d153f,51385,एक वार्षिक बाली हो
0e5ebcfe7f,cb53f,एक विदेशी आक्रमणको
00f377d517,90c1c,एक विधा हो
0478bb8249,93014,एक वृहत
0f564a3024,ee253,एक व्यक्तिको सन्तान
0dd82dd695,68f0f,एक समय मौर्यवंश
02dfb58be4,3999a,एक समय यो
07f7ea9603,59e9e,एक साथ अभिनय गरे
00eab0a931,55c0f,एकसाथ चितामा राखेर
043e834bb6,d4e86,एक स्मार्टफोन हो
051d9edc4c,99866,एक स्वचालित घूर्णदर्शी
025662e7b8,6daf3,एक हुन्
0268586a83,3999a,एक हो तथा यो
0355afd4f4,c2858,एक हौँ चेलीबेटी
01aff6e1b2,95635,एकाउन्न लाख जनसङ्ख्या
05bcac1edd,4b140,एकातर्फ छ भने
0d3db0b9ae,cb53f,एकातिर पानीको हाहाकार
00c3a80db0,cbbed,एकादश घरलाई त्रिकोण भनिन्छ
0f5c006ada,c652e,एकादशीका दिन उक्त
0316e5373d,ece77,एकीकरण गरेका थिए
01ff853cc9,8c66c,एकीकृत हुँदै विभाजित
00c8f14b58,ce4af,एकेन्द्र नै देखियो
036937f5d2,6b883,एकेन्द्रलाई अन्तै सारियो
0c6413721e,319a8,एकै अवस्थामा विकसित
075e466b24,09022,एकै इलाकामा रहेकाहरू
093cdf8c7f,276bb,एकैठाउँ भेला भएर
0b1bf416a6,0e059,एकोहोरिएको देखेर
07212032e3,14763,एगोन एर्विन किसलाई
077a203860,c55fb,एजेन्डा छ
0e5df68d61,35f03,एडमन्ड हिलारीको सहयोगमा
0be6e22b89,a1143,एडवीन क्यामेरन
0e8987f3fc,5d5fe,एतिहासिक प्रशासनिक महत्त्वको
0894c33dde,8389b,एनएबल्ड गरे
0d9ae0dd49,916c6,एनसेलले आफ्नो सेवा
0d9cf7c04d,1b37d,एन्टीसोसल एक्टिभिटीमा
05e3443b91,e4596,एन्ड अ गर्ल
0cb68dc389,90913,एन्सेल सेवा सुरू
0ea06904cc,5d09c,एपीएफका गोलकिपर समित राजभण्डारीको त्यस बललाई रोक्ने प्रयास सफल भएन।
0b47a28109,9c1c2,एप्पलले आइफोन फाइभको
04793aaac4,c536c,एफएम च्यानल हो
0e2b27ffb4,39b91,एमए बराबरको पढाइ
0a0f56342e,0cc60,एमएस्सीका लागि
0555ae0905,93014,एलेक्जेन्डर ग्राहम बेलले
05db53b61e,885af,एलेक्स हप्परको
018206cef8,0d4f0,एलेन पेज
040d93fd17,916c6,एवम् आकर्षक
04e3b02d20,57449,एवम् घरको भित्तामा
0b695c60d1,73b5e,एवम् घरको भित्तामा
0b00cc32ad,ef6a0,एवम् बराबर
0577a5801b,6a6d1,एवं अनुसन्धान विश्वविद्यालय
04f39abd5c,79c24,एवं आर्थिक क्रियाकलाप
0bc2ff9258,c46b5,एवं उपभोग्य वस्तुहरूको
0f0e091c24,39640,एवं सम्मानहरू आफ्नो
0bfc2501e5,cb74d,एसएलसीसम्मको औपचारिक
093c6835de,06372,एसियाका प्रमुख साम्राज्यहरूमा
067e9cd34e,5cef8,एसियामा प्रयोगमा भएका
0136fb8671,f7150,एसियाली देशको रूपमा
0c219c0a8b,ca797,एसियाली देशको रूपमा
0d1524abf1,c55fb,ऐतिहासिक किल्ला
0f74f989b7,3e371,ऐतिहासिक चर्च ऐक्टले
0f47d3e5f7,8ef94,ऐतिहासिक नगर हो
0f9d6d9c40,5c4b9,ऐतिहासिक सामग्रीहरूले
0c4235210b,44903,ऐतिहासिक सिन्धुलीगढी
0b653b40e1,2001f,ऐबोरिजनल अफेयर्सको स्थापना
0ba9271cf4,b7116,ओझेल भएको हुँदा
0f83883a0c,bc6b6,ओलम्पिक खेलको प्रचारमा समेत
0a386714e5,9f669,ओलम्पिक खेलमा एम्सटर्डम
014827e2db,62e53,ओल्‍ड मोतीबाग महललाई
0f4d7cf9d4,e7c22,ओल्‍ड मोतीबाग महललाई
05070fea38,7c0af,औद्योगिक क्षेत्र र थुप्रै
081237a4fd,dcb32,औषत तापक्रम
02eb7b2dd6,db4bc,औषधिउपचार गर्नुभयो
04e7254885,a5793,औषधि दिएर रोगीलाई
05a0b8fa8b,58fb5,औषधिद्वारा उपचार गरेमा
087ecfd42a,f0c93,औषधि निर्माता कम्पनी
053f2e97e1,41d46,औं पल्ट अगाडि
05b0adb866,9fab8,कक्षमा काठ काँचको
05550b9838,938ee,कक्षा नौमा पढ्दै थिए
07dda41217,0234b,कक्षामा सफलताको सर्वाधिक
097c947e6e,412d7,कक्ष्यान्ड र स्पेनको
06b9e95460,d26e5,कङ्खाथर गढमुक्तेश्रवरका पूर्वदेखि
021bc3e8ad,3ed65,कङ्ग्रेसमा आबद्ध भए
0ada25979e,bad17,कञ्चटमा लगाउनाले
0f2779d60d,005e1,कटान थालेको छ
04a637e51c,90913,कटिबन्धीय देशहरूमा
0bfb03c0e5,c2858,कटिबन्धीय देशहरूमा
0444d12b11,90c1c,कटिहार जिल्ला भारतको बिहार प्रान्तको एउटा जिल्ला हो।
06ee274937,aaf41,कटौती भए
0818a3c7b1,25ff3,कठिन छ
0f4d94924e,693c5,कठीन त छँदैछ
02857dec04,b1066,कठोर निन्दा गरे
0262890462,5297a,कडा भन्दा कडा
0198c22fc6,42be7,कति कति शब्दहरू
01a53a1136,76dab,कतिपय त्यस्तै छन्
0f9aec4edc,c359d,कतिपय प्रमाण
095eca338b,02e53,कतिपयले त यिनलाई
021b9837ee,ef9b4,कतिपय समस्याहरूको समाधानमा
0771aa981b,33783,कति मन्त्रीलाई त
0822f13b86,b0bba,कति सारल छ
006cb12fd3,0e059,कतैकतै ठूलो खेती
0ff5e0c20f,b66ee,कथा भरिएको छ
09480f8d90,0f29b,कथावस्तु थिइन्
0cdcf2c620,4dccf,कथावस्तु थिइन्
02cf27e784,7b45e,कथा व्यथा सुनेनन्
01c2706f96,cc4bf,कथा श्रवण गर्ने
0c813f9de5,4cc9e,कथासङ्ग्रह हो।
033b840386,4cc9e,कदमहरू चालेको थियो
05a6a24ff8,e349f,कन्काई रतुवा मावा
0824ea3b86,aeab9,कन्ट्रोल गर्छ
01c8aa05ef,61821,कन्धहरुसम्म लामो
0816d3cef0,2ee53,कन्नोजबाट आएको थिए
05ee174dcd,916c6,कन्या कुमारीहरूको मुखबाट
0d115fce19,e547a,कन्सर्ट मास्टरको
0e7a46ca73,f7bfe,कन्सर्ट मास्टरको
0e35015df2,57449,कन्सल्ट्यान्ट भएर
00f7b42746,57551,कन्सास स्टेट विश्वविद्यालयमा
03d861eba9,875d4,कपास वा उनलाई कातेर धागो बनाउने एक प्रकारको घरेलु यन्त्र।
06f430c530,4a756,कपि बिक्री भयो
0c01211172,86a9b,कपिलवस्तु जिल्लाको उत्तरी
0a847bde99,73d74,कपिलवस्तु राजधानीको स्थापना
04e3d000d8,30a15,कफ पित्त सबै
05751b7e47,319a8,कम गर्नुपर्छ
0a0e3d462f,b1066,कमजोर फसलको
01283b3a4c,9f669,कमजोर भ्रष्ट मन्त्रीहरू
04905c53e9,12f3b,कमजोरीप्रति होइन
051b90bb06,bda65,कमनवेल्थ कोर्ट अफ
0e898f2a34,ee253,कम भएका अनि
0e4dbcb5f7,aec56,कमलपित्त इत्यादिमा
061bb7c4f9,5a5e7,कमलरीका रूपमा सम्भ्रान्त
07789660bc,7ea66,कम सङ्ख्यामा रहेको
07cb050c9f,a7d3c,कम हुने उच्च
0ef0869953,2ee53,कमाइले खान पुग्छ
05100d6780,ea935,कमिक पुस्तक
0b70e60313,109c6,कमिस्नर थिए
0e520719e0,86a9b,कमी आए पनि
0f13e94cf5,faf1d,कमी छ कि कति
0e4c1de687,c64dc,कमीले आसन्न सङ्कटको
0b8fc7bb58,294d8,कमीहरूलाई पछि
03a84d0743,fd362,कम्दी नेपालको मध्यपश्चिमाञ्चल
08c45f1187,59e9e,कम्पनीको सहसंस्थापक
08b1f5479c,aae92,कम्पनीको स्थापना गरे
0df63cd606,68f0f,कम्पनी प्रशासन सञ्चालन
0bed87d035,d2aac,कम्पनीमाला एक प्रकारको
0967392c80,aead3,कम्पनीले उत्पादन गरेको
0e67cd1fcb,e5d89,कम्पनीले सेवा दिँदा
01c26b5694,f0c93,कम्पनी सरकारलाई सुगौली
03f92a9b1b,ba807,कम्पनीसँग राम्रो सम्बन्ध
0c813af777,d26e5,कम्पनीसँग राम्रो सम्बन्ध
0c2703e522,109c6,कम्पासलाई दिक्सूचक भनिन्छ
0a024fb483,3acbf,कम्प्युटर इन्जिनियरिङ्गले वास्तविक
07543278c8,0234b,कम्प्युटर भन्ने शब्दको
0cf66b69d8,df933,कम्प्युटर भाषा
0a61f6ba83,bc051,कम्प्युटर र इलेक्ट्रोनिक घडिहरू
0d68c519c8,dcb32,कम्प्युटर विज्ञान
01996fb7e9,2e769,कम्मरको पछाडिपट्टि
0982f5025c,90bdd,कम्मरभन्दा मुनिको भागमा
01dbe67bee,12694,कम्युनिस्ट सशस्त्र
0bd5507191,7c0af,कर असुली गरेर
0fbcaf8d16,fad24,करङ नितम्बको क्षेत्रको
037e1eacf3,fe533,करन खोला मुगु
02d1b99af1,96ad5,करातेमा ब्ल्याक बेल्ट
0196eca745,41d46,करिब शून्य दशमलव
0b8b991ccf,a2ab6,करिब साढे सात
0721aad0a4,b365e,करुड़ जिल्ला भारतीय
056873f015,09da0,करुणाले ओतप्रोत
01b4cbb68a,b987b,करौता नेपालको पश्चिमाञ्चल
05c09b3d0e,bda65,कर्टेन अङ्ग्रेजी उपन्यासकार
0742dbe65d,c09aa,कर्ण शम्शेर
0e8f399ce4,55c0f,कर्णाली अञ्चल
02184cb4c4,f916a,कर्णाली जिल्लाको
01c365dec2,646f2,कर्णाली नदीमा साना
01b4d0f80e,73d74,कर्णाली ब्लुज बुद्धिसागरद्वारा
0e8ded8fa7,8b798,कर्तव्य हुन आउँछ
0bd287f532,3acbf,कर्थली गाविस जिल्लाको
05f6a57e47,6c1a9,कर्म भन्नाले काम
0f13f8acc6,6fa0e,कर्मवीर मणिसिंह गुरुङ
0210ba41de,1b29c,कलम चलाएका छन्
01c34a51e0,6a6d1,कला अनुरागी नेपाली साहित्यका एक प्रतिभा हुन्।
0d7008e03c,005e1,कलाकारहरूलाई प्रशिक्षित गर्ने
097b970d98,f1193,कला कृति
0a0e0531e3,9f669,कलाको आधुनिकतम सङ्ग्रह छ
03c751a903,d2aac,कलात्मक शैली तेलिया
05ef424ed1,73668,कलावती पासवान मध्ये
01ded052b5,3e9ed,कला विकसित गरियो
056491ea94,2e769,कलाशास्त्रमा प्रमाणपत्र तहसम्मको अध्ययन गर्नुभएकी खनाल बेपत्ता परिवार कोचिला राज्यको संयोजक पनि हुनुहुन्छ।
0b8a6b89d5,d4b2f,कलेज बिजनेस म्यानेजमेन्ट
096b356c42,58fb5,कलेजमा पढे जहाँ
026d38b1c7,e75fc,कलेजमा भर्ना भए
0ce1b68768,73668,कलेज हो
0eb9d252c2,1d40e,कल्पनाको आंशिक प्रयोग
0d2e8b07bb,34766,कल्पनाको प्रयोगले यस्ता
0c7ca53279,df933,कल्पनाबाहेक केही छैन्
08308d9639,20ebe,कल्प्यो हे गुरुदेव
00d40617b5,c687c,कल्याणकारी कष्टकार वस्तुपरक
0aa145a5da,4aa5e,कल्ली लगाउने गर्छन्
0788dbba92,1f680,कल्ले देला माम
05e0b02e32,6daf3,कविका रूपमा
0c092e0352,40e98,कविको भूमिका
0fd94d3b91,2d618,कविको भूमिकामा उनले
09dd786617,581da,कविता कथा समालोचना
0d0a348081,35f03,कविताको सिङ्गो इतिहासलाई
0e41ab70cf,aec4a,कवितारामका कृतिहरू प्रकाशित छन्
020aca1e7d,ee687,कविताहरू साहित्यिक पत्रिकामा
09a806accf,393a5,कवि भुपि शेरचन
0b1c7b1ed2,58eba,कवि भुपि शेरचन
041e832238,02e40,कवि र उसकी प्रिया
0ac4e0700b,2273c,कवि हरिदासको धु्रवचरित्र
09dc41e3fc,125df,कवीरको रहस्यवादको
04acf30b61,ceb25,कवीरको शान्त र तेजस्वी
09029cbe63,4483c,कवीर जस्ता महासन्त
044cf51fd9,551a5,कवीरपन्थीहरू कवीरका कुनै
03a51fcc11,9cc50,कव्वालीका केही गीतहरू
0e68276bf4,8c66c,कष्ट कडा हुन्छ
016ae1bc41,f7175,कष्ट दिइरहेकोमा म
083feb2591,76223,कष्ट र तनाव भोग्नुपर्छ
092ca29fed,ce4af,कसरी खुसी
00c18ff7fa,1ff03,कसरी लेख्ने भने
0076fa017b,7fda9,कसले दिने
0a659406e1,acf91,कसार कागती र
037774b4e3,11542,कसैको उपनिवेशिक
01bea74564,daaab,कसैको हानि नपुर्‍याउने
0f001fba7d,d8b68,कसैलाई खुसी पार्न
05157aa64e,90c1c,कसैले उनका विषयमा
0d8de1cb53,6323a,कसैले पनि
0a273681cf,297d5,कसैसँग मद्दत माग्छु
00bde165dc,e205b,कस्तुरी मृगको नाइटोमै
0161b4ac29,5e6be,कस्तुरी मृगको नाइटोमै
0e69373fb6,c06a7,कस्तो दर्जा हो
011dbff699,a5f51,कस्तो भनेको
055e14d40c,57449,कहरवा एक ताल हो
0e70c6a65a,938ee,कहाँ छु भन्ने
0ec6f504f1,3867c,कहाँ भेटिन्छे
091ead06f3,bee0c,कहाँ लाने हो उसले
04633bb546,43655,कहिलेकाहीँ आइसक्रिम चकलेट
0f0332d282,79c24,कहिले काहीँ उनले
089310a373,1654e,कहिल्यै पनि थोप्लाहरूको
0ac1479150,1ad64,कहिल्यै सूर्य
0ba0872c0d,9a075,कहीँ भयानक र घातक
0a17df7ec3,aec56,काक्रेबिहार विकास
